"candidate_id","station","question_id","score","max_score","examiner_id"
"C0027","01 History Taking","S01-Q2",4,4,"E07"
"C0027","01 History Taking","S01-Q3",0,4,"E07"
"C0027","01 History Taking","S01-Q4",2,4,"E09"
"C0027","01 History Taking","S01-Q5",2,4,"E12"
"C0027","02 Cardio Exam","S02-Q1",3,4,"E05"
"C0027","02 Cardio Exam","S02-Q2",2,4,"E11"
"C0027","02 Cardio Exam","S02-Q3",4,4,"E04"
"C0027","02 Cardio Exam","S02-Q4",2,4,"E10"
"C0027","02 Cardio Exam","S02-Q5",3,4,"E04"
"C0027","03 Resp Exam","S03-Q1",1,4,"E04"
"C0027","03 Resp Exam","S03-Q2",1,4,"E04"
"C0027","03 Resp Exam","S03-Q3",2,4,"E05"
"C0027","03 Resp Exam","S03-Q4",0,4,"E01"
"C0027","03 Resp Exam","S03-Q5",1,4,"E02"
"C0027","04 Abdo Exam","S04-Q1",3,4,"E10"
"C0027","04 Abdo Exam","S04-Q2",3,4,"E01"
"C0027","04 Abdo Exam","S04-Q3",2,4,"E10"
"C0027","04 Abdo Exam","S04-Q4",2,4,"E01"
"C0027","04 Abdo Exam","S04-Q5",0,4,"E06"
"C0027","05 Neuro Exam","S05-Q1",2,4,"E03"
"C0027","05 Neuro Exam","S05-Q2",1,4,"E01"
"C0027","05 Neuro Exam","S05-Q3",1,4,"E03"
"C0027","05 Neuro Exam","S05-Q4",2,4,"E06"
"C0027","05 Neuro Exam","S05-Q5",2,4,"E11"
"C0027","06 Communication","S06-Q1",0,4,"E06"
"C0027","06 Communication","S06-Q2",4,4,"E11"
"C0027","06 Communication","S06-Q3",2,4,"E07"
"C0027","06 Communication","S06-Q4",2,4,"E08"
"C0027","06 Communication","S06-Q5",2,4,"E10"
"C0027","07 Prescribing","S07-Q1",2,4,"E11"
"C0027","07 Prescribing","S07-Q2",2,4,"E10"
"C0027","07 Prescribing","S07-Q3",0,4,"E02"
"C0027","07 Prescribing","S07-Q4",2,4,"E05"
"C0027","07 Prescribing","S07-Q5",1,4,"E10"
"C0027","08 Data Interp","S08-Q1",3,4,"E09"
"C0027","08 Data Interp","S08-Q2",1,4,"E06"
"C0027","08 Data Interp","S08-Q3",3,4,"E10"
"C0027","08 Data Interp","S08-Q4",3,4,"E12"
"C0027","08 Data Interp","S08-Q5",1,4,"E02"
"C0027","09 Practical Skills","S09-Q1",3,4,"E03"
"C0027","09 Practical Skills","S09-Q2",2,4,"E01"
"C0027","09 Practical Skills","S09-Q3",0,4,"E06"
"C0027","09 Practical Skills","S09-Q4",2,4,"E09"
"C0027","09 Practical Skills","S09-Q5",1,4,"E05"
"C0027","10 Ethics","S10-Q1",2,4,"E06"
"C0027","10 Ethics","S10-Q2",2,4,"E01"
"C0027","10 Ethics","S10-Q3",0,4,"E04"
"C0027","10 Ethics","S10-Q4",1,4,"E05"
"C0027","10 Ethics","S10-Q5",2,4,"E03"
"C0028","01 History Taking","S01-Q1",1,4,"E07"
"C0028","01 History Taking","S01-Q2",0,4,"E09"
"C0028","01 History Taking","S01-Q3",1,4,"E02"
"C0028","01 History Taking","S01-Q4",0,4,"E06"
"C0028","01 History Taking","S01-Q5",0,4,"E01"
"C0028","02 Cardio Exam","S02-Q1",3,4,"E06"
"C0028","02 Cardio Exam","S02-Q2",0,4,"E11"
"C0028","02 Cardio Exam","S02-Q3",0,4,"E11"
"C0028","02 Cardio Exam","S02-Q4",0,4,"E11"
"C0028","02 Cardio Exam","S02-Q5",0,4,"E05"
"C0028","03 Resp Exam","S03-Q1",1,4,"E11"
"C0028","03 Resp Exam","S03-Q2",0,4,"E11"
"C0028","03 Resp Exam","S03-Q3",0,4,"E07"
"C0028","03 Resp Exam","S03-Q4",0,4,"E05"
"C0028","03 Resp Exam","S03-Q5",3,4,"E03"
"C0028","04 Abdo Exam","S04-Q1",1,4,"E08"
"C0028","04 Abdo Exam","S04-Q2",0,4,"E08"
"C0028","04 Abdo Exam","S04-Q3",2,4,"E06"
"C0028","04 Abdo Exam","S04-Q4",1,4,"E09"
"C0028","04 Abdo Exam","S04-Q5",0,4,"E11"
"C0028","05 Neuro Exam","S05-Q1",1,4,"E09"
"C0028","05 Neuro Exam","S05-Q2",3,4,"E02"
"C0028","05 Neuro Exam","S05-Q3",0,4,"E08"
"C0028","05 Neuro Exam","S05-Q4",0,4,"E01"
"C0028","05 Neuro Exam","S05-Q5",2,4,"E03"
"C0028","06 Communication","S06-Q1",0,4,"E02"
"C0028","06 Communication","S06-Q2",0,4,"E09"
"C0028","06 Communication","S06-Q3",0,4,"E01"
"C0028","06 Communication","S06-Q4",0,4,"E02"
"C0028","06 Communication","S06-Q5",2,4,"E09"
"C0028","07 Prescribing","S07-Q1",0,4,"E06"
"C0028","07 Prescribing","S07-Q2",0,4,"E11"
"C0028","07 Prescribing","S07-Q3",0,4,"E04"
"C0028","07 Prescribing","S07-Q4",0,4,"E12"
"C0028","07 Prescribing","S07-Q5",1,4,"E05"
"C0028","08 Data Interp","S08-Q1",0,4,"E10"
"C0028","08 Data Interp","S08-Q2",1,4,"E12"
"C0028","08 Data Interp","S08-Q3",1,4,"E10"
"C0028","08 Data Interp","S08-Q4",1,4,"E05"
"C0028","08 Data Interp","S08-Q5",1,4,"E06"
"C0028","09 Practical Skills","S09-Q1",1,4,"E05"
"C0028","09 Practical Skills","S09-Q2",0,4,"E01"
"C0028","09 Practical Skills","S09-Q3",0,4,"E07"
"C0028","09 Practical Skills","S09-Q4",0,4,"E06"
"C0028","09 Practical Skills","S09-Q5",0,4,"E06"
"C0028","10 Ethics","S10-Q1",2,4,"E11"
"C0028","10 Ethics","S10-Q2",1,4,"E11"
"C0028","10 Ethics","S10-Q3",2,4,"E06"
"C0028","10 Ethics","S10-Q4",1,4,"E05"
"C0028","10 Ethics","S10-Q5",0,4,"E01"
"C0029","01 History Taking","S01-Q1",4,4,"E05"
"C0029","01 History Taking","S01-Q2",3,4,"E12"
"C0029","01 History Taking","S01-Q3",2,4,"E01"
"C0029","01 History Taking","S01-Q4",4,4,"E06"
"C0029","01 History Taking","S01-Q5",0,4,"E07"
"C0029","02 Cardio Exam","S02-Q1",3,4,"E10"
"C0029","02 Cardio Exam","S02-Q2",3,4,"E10"
"C0029","02 Cardio Exam","S02-Q3",4,4,"E07"
"C0029","02 Cardio Exam","S02-Q4",3,4,"E08"
"C0029","02 Cardio Exam","S02-Q5",2,4,"E01"
"C0029","03 Resp Exam","S03-Q1",3,4,"E07"
"C0029","03 Resp Exam","S03-Q2",3,4,"E10"
"C0029","03 Resp Exam","S03-Q3",3,4,"E08"
"C0029","03 Resp Exam","S03-Q4",3,4,"E06"
"C0029","03 Resp Exam","S03-Q5",4,4,"E05"
"C0029","04 Abdo Exam","S04-Q1",3,4,"E06"
"C0029","04 Abdo Exam","S04-Q2",2,4,"E01"
"C0029","04 Abdo Exam","S04-Q3",4,4,"E02"
"C0029","04 Abdo Exam","S04-Q4",3,4,"E07"
"C0029","04 Abdo Exam","S04-Q5",3,4,"E05"
"C0029","05 Neuro Exam","S05-Q1",1,4,"E07"
"C0029","05 Neuro Exam","S05-Q2",3,4,"E03"
"C0029","05 Neuro Exam","S05-Q3",4,4,"E09"
"C0029","05 Neuro Exam","S05-Q4",4,4,"E11"
"C0029","05 Neuro Exam","S05-Q5",4,4,"E05"
"C0029","06 Communication","S06-Q1",3,4,"E07"
"C0029","06 Communication","S06-Q2",3,4,"E02"
"C0029","06 Communication","S06-Q3",2,4,"E11"
"C0029","06 Communication","S06-Q4",1,4,"E08"
"C0029","06 Communication","S06-Q5",4,4,"E11"
"C0029","07 Prescribing","S07-Q1",3,4,"E11"
"C0029","07 Prescribing","S07-Q2",2,4,"E04"
"C0029","07 Prescribing","S07-Q3",2,4,"E09"
"C0029","07 Prescribing","S07-Q4",4,4,"E06"
"C0029","07 Prescribing","S07-Q5",4,4,"E12"
"C0029","08 Data Interp","S08-Q1",3,4,"E08"
"C0029","08 Data Interp","S08-Q2",3,4,"E07"
"C0029","08 Data Interp","S08-Q3",2,4,"E09"
"C0029","08 Data Interp","S08-Q4",3,4,"E05"
"C0029","08 Data Interp","S08-Q5",1,4,"E09"
"C0029","09 Practical Skills","S09-Q1",3,4,"E11"
"C0029","09 Practical Skills","S09-Q2",4,4,"E12"
"C0029","09 Practical Skills","S09-Q3",3,4,"E12"
"C0029","09 Practical Skills","S09-Q4",2,4,"E07"
"C0029","09 Practical Skills","S09-Q5",3,4,"E08"
"C0029","10 Ethics","S10-Q1",2,4,"E04"
"C0029","10 Ethics","S10-Q2",3,4,"E08"
"C0029","10 Ethics","S10-Q3",4,4,"E09"
"C0029","10 Ethics","S10-Q4",3,4,"E03"
"C0029","10 Ethics","S10-Q5",3,4,"E07"
"C0030","01 History Taking","S01-Q1",2,4,"E01"
"C0030","01 History Taking","S01-Q2",2,4,"E05"
"C0030","01 History Taking","S01-Q3",2,4,"E03"
"C0030","01 History Taking","S01-Q4",3,4,"E09"
"C0030","01 History Taking","S01-Q5",2,4,"E05"
"C0030","02 Cardio Exam","S02-Q1",2,4,"E11"
"C0030","02 Cardio Exam","S02-Q2",2,4,"E04"
"C0030","02 Cardio Exam","S02-Q3",2,4,"E02"
"C0030","02 Cardio Exam","S02-Q4",2,4,"E10"
"C0030","02 Cardio Exam","S02-Q5",3,4,"E04"
"C0030","03 Resp Exam","S03-Q1",1,4,"E10"
"C0030","03 Resp Exam","S03-Q2",3,4,"E09"
"C0030","03 Resp Exam","S03-Q3",0,4,"E03"
"C0030","03 Resp Exam","S03-Q4",1,4,"E03"
"C0030","03 Resp Exam","S03-Q5",0,4,"E07"
"C0030","04 Abdo Exam","S04-Q1",0,4,"E06"
"C0030","04 Abdo Exam","S04-Q2",2,4,"E05"
"C0030","04 Abdo Exam","S04-Q3",0,4,"E06"
"C0030","04 Abdo Exam","S04-Q4",0,4,"E04"
"C0030","04 Abdo Exam","S04-Q5",1,4,"E07"
"C0030","05 Neuro Exam","S05-Q1",3,4,"E03"
"C0030","05 Neuro Exam","S05-Q2",2,4,"E01"
"C0030","05 Neuro Exam","S05-Q3",2,4,"E03"
"C0030","05 Neuro Exam","S05-Q4",2,4,"E12"
"C0030","05 Neuro Exam","S05-Q5",0,4,"E01"
"C0030","06 Communication","S06-Q1",0,4,"E07"
"C0030","06 Communication","S06-Q2",0,4,"E02"
"C0030","06 Communication","S06-Q3",2,4,"E05"
"C0030","06 Communication","S06-Q4",2,4,"E12"
"C0030","06 Communication","S06-Q5",4,4,"E06"
"C0030","07 Prescribing","S07-Q1",0,4,"E06"
"C0030","07 Prescribing","S07-Q2",2,4,"E08"
"C0030","07 Prescribing","S07-Q3",0,4,"E10"
"C0030","07 Prescribing","S07-Q4",1,4,"E04"
"C0030","07 Prescribing","S07-Q5",0,4,"E05"
"C0030","08 Data Interp","S08-Q1",1,4,"E06"
"C0030","08 Data Interp","S08-Q2",0,4,"E12"
"C0030","08 Data Interp","S08-Q3",4,4,"E02"
"C0030","08 Data Interp","S08-Q4",1,4,"E05"
"C0030","08 Data Interp","S08-Q5",0,4,"E11"
"C0030","09 Practical Skills","S09-Q1",1,4,"E09"
"C0030","09 Practical Skills","S09-Q2",3,4,"E07"
"C0030","09 Practical Skills","S09-Q3",1,4,"E07"
"C0030","09 Practical Skills","S09-Q4",0,4,"E02"
"C0030","09 Practical Skills","S09-Q5",1,4,"E08"
"C0030","10 Ethics","S10-Q1",2,4,"E05"
"C0030","10 Ethics","S10-Q2",4,4,"E08"
"C0030","10 Ethics","S10-Q3",2,4,"E11"
"C0030","10 Ethics","S10-Q4",4,4,"E05"
"C0030","10 Ethics","S10-Q5",0,4,"E08"
"C0031","01 History Taking","S01-Q1",0,4,"E01"
"C0031","01 History Taking","S01-Q2",3,4,"E07"
"C0031","01 History Taking","S01-Q3",3,4,"E08"
"C0031","01 History Taking","S01-Q4",2,4,"E04"
"C0031","01 History Taking","S01-Q5",3,4,"E01"
"C0031","02 Cardio Exam","S02-Q1",4,4,"E07"
"C0031","02 Cardio Exam","S02-Q2",3,4,"E06"
"C0031","02 Cardio Exam","S02-Q3",4,4,"E06"
"C0031","02 Cardio Exam","S02-Q4",3,4,"E03"
"C0031","02 Cardio Exam","S02-Q5",1,4,"E01"
"C0031","03 Resp Exam","S03-Q1",4,4,"E11"
"C0031","03 Resp Exam","S03-Q2",3,4,"E08"
"C0031","03 Resp Exam","S03-Q3",3,4,"E02"
"C0031","03 Resp Exam","S03-Q4",4,4,"E03"
"C0031","03 Resp Exam","S03-Q5",2,4,"E01"
"C0031","04 Abdo Exam","S04-Q1",3,4,"E02"
"C0031","04 Abdo Exam","S04-Q2",3,4,"E08"
"C0031","04 Abdo Exam","S04-Q3",3,4,"E07"
"C0031","04 Abdo Exam","S04-Q4",3,4,"E04"
"C0031","04 Abdo Exam","S04-Q5",2,4,"E08"
"C0031","05 Neuro Exam","S05-Q1",4,4,"E05"
"C0031","05 Neuro Exam","S05-Q2",3,4,"E10"
"C0031","05 Neuro Exam","S05-Q3",3,4,"E09"
"C0031","05 Neuro Exam","S05-Q4",0,4,"E08"
"C0031","05 Neuro Exam","S05-Q5",3,4,"E01"
"C0031","06 Communication","S06-Q1",3,4,"E10"
"C0031","06 Communication","S06-Q2",3,4,"E07"
"C0031","06 Communication","S06-Q3",3,4,"E02"
"C0031","06 Communication","S06-Q4",3,4,"E10"
"C0031","06 Communication","S06-Q5",1,4,"E06"
"C0031","07 Prescribing","S07-Q1",2,4,"E09"
"C0031","07 Prescribing","S07-Q2",3,4,"E10"
"C0031","07 Prescribing","S07-Q3",1,4,"E05"
"C0031","07 Prescribing","S07-Q4",3,4,"E05"
"C0031","07 Prescribing","S07-Q5",0,4,"E07"
"C0031","08 Data Interp","S08-Q1",3,4,"E03"
"C0031","08 Data Interp","S08-Q2",2,4,"E11"
"C0031","08 Data Interp","S08-Q3",2,4,"E06"
"C0031","08 Data Interp","S08-Q4",3,4,"E10"
"C0031","08 Data Interp","S08-Q5",1,4,"E11"
"C0031","09 Practical Skills","S09-Q1",4,4,"E05"
"C0031","09 Practical Skills","S09-Q2",3,4,"E05"
"C0031","09 Practical Skills","S09-Q3",1,4,"E01"
"C0031","09 Practical Skills","S09-Q4",2,4,"E11"
"C0031","09 Practical Skills","S09-Q5",2,4,"E03"
"C0031","10 Ethics","S10-Q1",1,4,"E07"
"C0031","10 Ethics","S10-Q2",1,4,"E02"
"C0031","10 Ethics","S10-Q3",2,4,"E09"
"C0031","10 Ethics","S10-Q4",3,4,"E09"
"C0031","10 Ethics","S10-Q5",1,4,"E07"
"C0032","01 History Taking","S01-Q1",4,4,"E05"
"C0032","01 History Taking","S01-Q2",3,4,"E03"
"C0032","01 History Taking","S01-Q3",3,4,"E07"
"C0032","01 History Taking","S01-Q4",2,4,"E06"
"C0032","01 History Taking","S01-Q5",4,4,"E04"
"C0032","02 Cardio Exam","S02-Q1",4,4,"E02"
"C0032","02 Cardio Exam","S02-Q2",3,4,"E03"
"C0032","02 Cardio Exam","S02-Q3",1,4,"E09"
"C0032","02 Cardio Exam","S02-Q4",4,4,"E03"
"C0032","02 Cardio Exam","S02-Q5",3,4,"E04"
"C0032","03 Resp Exam","S03-Q1",2,4,"E07"
"C0032","03 Resp Exam","S03-Q2",3,4,"E10"
"C0032","03 Resp Exam","S03-Q3",1,4,"E04"
"C0032","03 Resp Exam","S03-Q4",0,4,"E08"
"C0032","03 Resp Exam","S03-Q5",3,4,"E11"
"C0032","04 Abdo Exam","S04-Q1",3,4,"E09"
"C0032","04 Abdo Exam","S04-Q2",2,4,"E02"
"C0032","04 Abdo Exam","S04-Q3",4,4,"E02"
"C0032","04 Abdo Exam","S04-Q4",2,4,"E09"
"C0032","04 Abdo Exam","S04-Q5",3,4,"E05"
"C0032","05 Neuro Exam","S05-Q1",2,4,"E02"
"C0032","05 Neuro Exam","S05-Q2",3,4,"E08"
"C0032","05 Neuro Exam","S05-Q3",1,4,"E01"
"C0032","05 Neuro Exam","S05-Q4",3,4,"E08"
"C0032","05 Neuro Exam","S05-Q5",4,4,"E06"
"C0032","06 Communication","S06-Q1",2,4,"E01"
"C0032","06 Communication","S06-Q2",3,4,"E07"
"C0032","06 Communication","S06-Q3",4,4,"E10"
"C0032","06 Communication","S06-Q4",2,4,"E01"
"C0032","06 Communication","S06-Q5",3,4,"E10"
"C0032","07 Prescribing","S07-Q1",3,4,"E10"
"C0032","07 Prescribing","S07-Q2",4,4,"E02"
"C0032","07 Prescribing","S07-Q3",0,4,"E08"
"C0032","07 Prescribing","S07-Q4",3,4,"E10"
"C0032","07 Prescribing","S07-Q5",3,4,"E06"
"C0032","08 Data Interp","S08-Q1",2,4,"E07"
"C0032","08 Data Interp","S08-Q2",4,4,"E05"
"C0032","08 Data Interp","S08-Q3",4,4,"E09"
"C0032","08 Data Interp","S08-Q4",2,4,"E06"
"C0032","08 Data Interp","S08-Q5",3,4,"E11"
"C0032","09 Practical Skills","S09-Q1",2,4,"E03"
"C0032","09 Practical Skills","S09-Q2",4,4,"E11"
"C0032","09 Practical Skills","S09-Q3",2,4,"E10"
"C0032","09 Practical Skills","S09-Q4",1,4,"E02"
"C0032","09 Practical Skills","S09-Q5",4,4,"E12"
"C0032","10 Ethics","S10-Q1",1,4,"E08"
"C0032","10 Ethics","S10-Q2",2,4,"E11"
"C0032","10 Ethics","S10-Q3",3,4,"E10"
"C0032","10 Ethics","S10-Q4",3,4,"E12"
"C0032","10 Ethics","S10-Q5",4,4,"E08"
"C0033","01 History Taking","S01-Q1",3,4,"E05"
"C0033","01 History Taking","S01-Q2",4,4,"E10"
"C0033","01 History Taking","S01-Q3",4,4,"E12"
"C0033","01 History Taking","S01-Q4",4,4,"E03"
"C0033","01 History Taking","S01-Q5",3,4,"E05"
"C0033","02 Cardio Exam","S02-Q1",4,4,"E03"
"C0033","02 Cardio Exam","S02-Q2",3,4,"E01"
"C0033","02 Cardio Exam","S02-Q3",3,4,"E11"
"C0033","02 Cardio Exam","S02-Q4",4,4,"E07"
"C0033","02 Cardio Exam","S02-Q5",3,4,"E02"
"C0033","03 Resp Exam","S03-Q1",3,4,"E04"
"C0033","03 Resp Exam","S03-Q2",3,4,"E11"
"C0033","03 Resp Exam","S03-Q3",4,4,"E07"
"C0033","03 Resp Exam","S03-Q4",4,4,"E11"
"C0033","03 Resp Exam","S03-Q5",0,4,"E09"
"C0033","04 Abdo Exam","S04-Q1",2,4,"E04"
"C0033","04 Abdo Exam","S04-Q2",4,4,"E05"
"C0033","04 Abdo Exam","S04-Q3",2,4,"E10"
"C0033","04 Abdo Exam","S04-Q4",4,4,"E09"
"C0033","04 Abdo Exam","S04-Q5",3,4,"E07"
"C0033","05 Neuro Exam","S05-Q1",3,4,"E02"
"C0033","05 Neuro Exam","S05-Q2",3,4,"E06"
"C0033","05 Neuro Exam","S05-Q3",3,4,"E07"
"C0033","05 Neuro Exam","S05-Q4",2,4,"E05"
"C0033","05 Neuro Exam","S05-Q5",4,4,"E03"
"C0033","06 Communication","S06-Q1",3,4,"E07"
"C0033","06 Communication","S06-Q2",0,4,"E07"
"C0033","06 Communication","S06-Q3",4,4,"E07"
"C0033","06 Communication","S06-Q4",3,4,"E08"
"C0033","06 Communication","S06-Q5",3,4,"E04"
"C0033","07 Prescribing","S07-Q1",2,4,"E07"
"C0033","07 Prescribing","S07-Q2",4,4,"E08"
"C0033","07 Prescribing","S07-Q3",1,4,"E08"
"C0033","07 Prescribing","S07-Q4",3,4,"E01"
"C0033","07 Prescribing","S07-Q5",3,4,"E02"
"C0033","08 Data Interp","S08-Q1",3,4,"E09"
"C0033","08 Data Interp","S08-Q2",2,4,"E11"
"C0033","08 Data Interp","S08-Q3",4,4,"E12"
"C0033","08 Data Interp","S08-Q4",4,4,"E11"
"C0033","08 Data Interp","S08-Q5",4,4,"E01"
"C0033","09 Practical Skills","S09-Q1",2,4,"E09"
"C0033","09 Practical Skills","S09-Q2",4,4,"E01"
"C0033","09 Practical Skills","S09-Q3",0,4,"E02"
"C0033","09 Practical Skills","S09-Q4",2,4,"E02"
"C0033","09 Practical Skills","S09-Q5",3,4,"E11"
"C0033","10 Ethics","S10-Q1",2,4,"E11"
"C0033","10 Ethics","S10-Q2",4,4,"E06"
"C0033","10 Ethics","S10-Q3",4,4,"E09"
"C0033","10 Ethics","S10-Q4",2,4,"E01"
"C0033","10 Ethics","S10-Q5",2,4,"E04"
"C0034","01 History Taking","S01-Q1",2,4,"E03"
"C0034","01 History Taking","S01-Q2",1,4,"E03"
"C0034","01 History Taking","S01-Q3",1,4,"E08"
"C0034","01 History Taking","S01-Q4",0,4,"E08"
"C0034","01 History Taking","S01-Q5",1,4,"E10"
"C0034","02 Cardio Exam","S02-Q1",2,4,"E04"
"C0034","02 Cardio Exam","S02-Q2",3,4,"E12"
"C0034","02 Cardio Exam","S02-Q3",0,4,"E05"
"C0034","02 Cardio Exam","S02-Q4",3,4,"E03"
"C0034","02 Cardio Exam","S02-Q5",4,4,"E10"
"C0034","03 Resp Exam","S03-Q1",2,4,"E02"
"C0034","03 Resp Exam","S03-Q2",2,4,"E02"
"C0034","03 Resp Exam","S03-Q3",0,4,"E09"
"C0034","03 Resp Exam","S03-Q4",2,4,"E02"
"C0034","03 Resp Exam","S03-Q5",0,4,"E06"
"C0034","04 Abdo Exam","S04-Q1",2,4,"E06"
"C0034","04 Abdo Exam","S04-Q2",2,4,"E04"
"C0034","04 Abdo Exam","S04-Q3",0,4,"E08"
"C0034","04 Abdo Exam","S04-Q4",1,4,"E08"
"C0034","04 Abdo Exam","S04-Q5",2,4,"E03"
"C0034","05 Neuro Exam","S05-Q1",0,4,"E08"
"C0034","05 Neuro Exam","S05-Q2",2,4,"E02"
"C0034","05 Neuro Exam","S05-Q3",2,4,"E01"
"C0034","05 Neuro Exam","S05-Q4",2,4,"E02"
"C0034","05 Neuro Exam","S05-Q5",3,4,"E02"
"C0034","06 Communication","S06-Q1",2,4,"E11"
"C0034","06 Communication","S06-Q2",0,4,"E03"
"C0034","06 Communication","S06-Q3",2,4,"E07"
"C0034","06 Communication","S06-Q4",3,4,"E09"
"C0034","06 Communication","S06-Q5",2,4,"E01"
"C0034","07 Prescribing","S07-Q1",1,4,"E08"
"C0034","07 Prescribing","S07-Q2",4,4,"E07"
"C0034","07 Prescribing","S07-Q3",1,4,"E10"
"C0034","07 Prescribing","S07-Q4",1,4,"E02"
"C0034","07 Prescribing","S07-Q5",2,4,"E12"
"C0034","08 Data Interp","S08-Q1",1,4,"E07"
"C0034","08 Data Interp","S08-Q2",0,4,"E03"
"C0034","08 Data Interp","S08-Q3",3,4,"E02"
"C0034","08 Data Interp","S08-Q4",2,4,"E02"
"C0034","08 Data Interp","S08-Q5",1,4,"E06"
"C0034","09 Practical Skills","S09-Q1",2,4,"E09"
"C0034","09 Practical Skills","S09-Q2",3,4,"E01"
"C0034","09 Practical Skills","S09-Q3",2,4,"E12"
"C0034","09 Practical Skills","S09-Q4",2,4,"E07"
"C0034","09 Practical Skills","S09-Q5",1,4,"E02"
"C0034","10 Ethics","S10-Q1",1,4,"E04"
"C0034","10 Ethics","S10-Q2",2,4,"E09"
"C0034","10 Ethics","S10-Q3",3,4,"E10"
"C0034","10 Ethics","S10-Q4",2,4,"E03"
"C0034","10 Ethics","S10-Q5",1,4,"E01"
"C0035","01 History Taking","S01-Q1",2,4,"E09"
"C0035","01 History Taking","S01-Q2",4,4,"E11"
"C0035","01 History Taking","S01-Q3",3,4,"E07"
"C0035","01 History Taking","S01-Q4",4,4,"E08"
"C0035","01 History Taking","S01-Q5",4,4,"E10"
"C0035","02 Cardio Exam","S02-Q1",4,4,"E10"
"C0035","02 Cardio Exam","S02-Q2",3,4,"E08"
"C0035","02 Cardio Exam","S02-Q3",4,4,"E07"
"C0035","02 Cardio Exam","S02-Q4",2,4,"E11"
"C0035","02 Cardio Exam","S02-Q5",4,4,"E11"
"C0035","03 Resp Exam","S03-Q1",4,4,"E10"
"C0035","03 Resp Exam","S03-Q2",3,4,"E04"
"C0035","03 Resp Exam","S03-Q3",2,4,"E06"
"C0035","03 Resp Exam","S03-Q4",2,4,"E01"
"C0035","03 Resp Exam","S03-Q5",4,4,"E12"
"C0035","04 Abdo Exam","S04-Q1",2,4,"E03"
"C0035","04 Abdo Exam","S04-Q2",4,4,"E11"
"C0035","04 Abdo Exam","S04-Q3",1,4,"E12"
"C0035","04 Abdo Exam","S04-Q4",4,4,"E02"
"C0035","04 Abdo Exam","S04-Q5",3,4,"E08"
"C0035","05 Neuro Exam","S05-Q1",4,4,"E09"
"C0035","05 Neuro Exam","S05-Q2",2,4,"E01"
"C0035","05 Neuro Exam","S05-Q3",2,4,"E03"
"C0035","05 Neuro Exam","S05-Q4",2,4,"E08"
"C0035","05 Neuro Exam","S05-Q5",3,4,"E05"
"C0035","06 Communication","S06-Q1",3,4,"E01"
"C0035","06 Communication","S06-Q2",1,4,"E01"
"C0035","06 Communication","S06-Q3",3,4,"E09"
"C0035","06 Communication","S06-Q4",2,4,"E04"
"C0035","06 Communication","S06-Q5",3,4,"E02"
"C0035","07 Prescribing","S07-Q1",3,4,"E02"
"C0035","07 Prescribing","S07-Q2",3,4,"E06"
"C0035","07 Prescribing","S07-Q3",1,4,"E10"
"C0035","07 Prescribing","S07-Q4",3,4,"E01"
"C0035","07 Prescribing","S07-Q5",3,4,"E11"
"C0035","08 Data Interp","S08-Q1",3,4,"E08"
"C0035","08 Data Interp","S08-Q2",2,4,"E04"
"C0035","08 Data Interp","S08-Q3",2,4,"E09"
"C0035","08 Data Interp","S08-Q4",3,4,"E05"
"C0035","08 Data Interp","S08-Q5",3,4,"E09"
"C0035","09 Practical Skills","S09-Q1",4,4,"E09"
"C0035","09 Practical Skills","S09-Q2",2,4,"E01"
"C0035","09 Practical Skills","S09-Q3",3,4,"E07"
"C0035","09 Practical Skills","S09-Q4",2,4,"E11"
"C0035","09 Practical Skills","S09-Q5",2,4,"E11"
"C0035","10 Ethics","S10-Q1",0,4,"E05"
"C0035","10 Ethics","S10-Q2",1,4,"E12"
"C0035","10 Ethics","S10-Q3",2,4,"E02"
"C0035","10 Ethics","S10-Q4",4,4,"E04"
"C0035","10 Ethics","S10-Q5",0,4,"E09"
"C0036","01 History Taking","S01-Q1",0,4,"E03"
"C0036","01 History Taking","S01-Q2",1,4,"E11"
"C0036","01 History Taking","S01-Q3",0,4,"E10"
"C0036","01 History Taking","S01-Q4",0,4,"E07"
"C0036","01 History Taking","S01-Q5",2,4,"E01"
"C0036","02 Cardio Exam","S02-Q1",2,4,"E01"
"C0036","02 Cardio Exam","S02-Q2",1,4,"E11"
"C0036","02 Cardio Exam","S02-Q3",2,4,"E05"
"C0036","02 Cardio Exam","S02-Q4",1,4,"E01"
"C0036","02 Cardio Exam","S02-Q5",1,4,"E06"
"C0036","03 Resp Exam","S03-Q1",0,4,"E01"
"C0036","03 Resp Exam","S03-Q2",1,4,"E03"
"C0036","03 Resp Exam","S03-Q3",1,4,"E06"
"C0036","03 Resp Exam","S03-Q4",1,4,"E07"
"C0036","03 Resp Exam","S03-Q5",1,4,"E03"
"C0036","04 Abdo Exam","S04-Q1",0,4,"E07"
"C0036","04 Abdo Exam","S04-Q2",0,4,"E05"
"C0036","04 Abdo Exam","S04-Q3",0,4,"E02"
"C0036","04 Abdo Exam","S04-Q4",1,4,"E06"
"C0036","04 Abdo Exam","S04-Q5",2,4,"E10"
"C0036","05 Neuro Exam","S05-Q1",0,4,"E08"
"C0036","05 Neuro Exam","S05-Q2",3,4,"E12"
"C0036","05 Neuro Exam","S05-Q3",2,4,"E12"
"C0036","05 Neuro Exam","S05-Q4",1,4,"E03"
"C0036","05 Neuro Exam","S05-Q5",0,4,"E03"
